Authors,Title,Year,Volume,T_tokens_,T_tokens,T_tokens_join
OWENS R.E.; HANNA G.S.; COPPEDGE F.L.,COMPARISON OF MULTIPLE‐CHOICE TESTS USING DIFFERENT TYPES OF DISTRACTOR SELECTION TECHNIQUES,1970,7,"['comparison', 'multiple‐choice', 'test', 'different', 'type', 'distractor', 'SELECTION', 'techniques']","['comparison', 'multiple‐choice', 'test', 'different', 'type', 'distractor', 'selection', 'techniques']",comparison multiple‐choice test different type distractor selection techniques
BOWERS J.,THE COMPARISON OF GPA REGRESSION EQUATIONS FOR REGULARLY ADMITTED AND DISADVANTAGED FRESHMEN AT THE UNIVERSITY OF ILLINOIS,1970,7,"['comparison', 'gpa', 'regression', 'equation', 'REGULARLY', 'admit', 'disadvantaged', 'FRESHMEN', 'UNIVERSITY', 'ILLINOIS']","['comparison', 'gpa', 'regression', 'equation', 'regularly', 'admit', 'disadvantaged', 'freshmen', 'university', 'illinois']",comparison gpa regression equation regularly admit disadvantaged freshmen university illinois
RIPPEY R.M.,A COMPARISON OF FIVE DIFFERENT SCORING FUNCTIONS FOR CONFIDENCE TESTS,1970,7,"['comparison', 'different', 'scoring', 'function', 'confidence', 'test']","['comparison', 'different', 'scoring', 'function', 'confidence', 'test']",comparison different scoring function confidence test
SHOEMAKER D.M.,ITEM‐EXAMINEE SAMPLING PROCEDURES AND ASSOCIATED STANDARD ERRORS IN ESTIMATING TEST PARAMETERS,1970,7,"['ITEM‐EXAMINEE', 'SAMPLING', 'PROCEDURES', 'ASSOCIATED', 'STANDARD', 'ERRORS', 'estimate', 'test', 'parameter']","['item‐examinee', 'sampling', 'procedures', 'associated', 'standard', 'errors', 'estimate', 'test', 'parameter']",item‐examinee sampling procedures associated standard errors estimate test parameter
DIEDERICH P.B.,SHORTCUT ITEM‐TEST CORRELATIONS FOR TEACHER‐MADE TESTS,1970,7,"['SHORTCUT', 'ITEM‐TEST', 'CORRELATIONS', 'teacher‐made', 'test']","['shortcut', 'item‐test', 'correlations', 'teacher‐made', 'test']",shortcut item‐test correlations teacher‐made test
REA R.E.; REYS R.E.,THE COMPREHENSIVE MATHEMATICS INVENTORY: AN EXPERIMENTAL INSTRUMENT FOR ASSESSING YOUNGSTERS ENTERING SCHOOL,1970,7,"['COMPREHENSIVE', 'MATHEMATICS', 'INVENTORY', 'EXPERIMENTAL', 'INSTRUMENT', 'assess', 'youngster', 'enter', 'SCHOOL']","['comprehensive', 'mathematics', 'inventory', 'experimental', 'instrument', 'assess', 'youngster', 'enter', 'school']",comprehensive mathematics inventory experimental instrument assess youngster enter school
BROWN S.R.,THE FORCED‐FREE DISTINCTION IN Q TECHNIQUE,1971,8,"['forced‐free', 'DISTINCTION', 'Q', 'TECHNIQUE']","['forced‐free', 'distinction', 'q', 'technique']",forced‐free distinction q technique
LUNNEY G.H.,USING ANALYSIS OF VARIANCE WITH A DICHOTOMOUS DEPENDENT VARIABLE: AN EMPIRICAL STUDY,1970,7,"['ANALYSIS', 'variance', 'dichotomous', 'dependent', 'variable', 'EMPIRICAL', 'study']","['analysis', 'variance', 'dichotomous', 'dependent', 'variable', 'empirical', 'study']",analysis variance dichotomous dependent variable empirical study
SLAKTER M.J.; KOEHLER R.A.; HAMPTON S.H.,"GRADE LEVEL, SEX, AND SELECTED ASPECTS OF TEST‐WISENESS",1970,7,"['grade', 'level', 'SEX', 'selected', 'ASPECTS', 'test‐wiseness']","['grade', 'level', 'sex', 'selected', 'aspects', 'test‐wiseness']",grade level sex selected aspects test‐wiseness
JORGENSON D.O.,PREDICTION OF PREDICTABILITY IN THE MULTIVARIATE CASE,1970,7,"['prediction', 'predictability', 'multivariate', 'case']","['prediction', 'predictability', 'multivariate', 'case']",prediction predictability multivariate case
ROSENGARTEN W.,MEASURING FACULTY REACTION TO HOMOGENEOUS GROUPING,1970,7,"['measure', 'FACULTY', 'reaction', 'HOMOGENEOUS', 'grouping']","['measure', 'faculty', 'reaction', 'homogeneous', 'grouping']",measure faculty reaction homogeneous grouping
WILBUR P.H.,POSITIONAL RESPONSE SET AMONG HIGH SCHOOL STUDENTS ON MULTIPLE‐CHOICE TESTS,1970,7,"['POSITIONAL', 'RESPONSE', 'SET', 'high', 'SCHOOL', 'student', 'multiple‐choice', 'test']","['positional', 'response', 'set', 'high', 'school', 'student', 'multiple‐choice', 'test']",positional response set high school student multiple‐choice test
TEMP G.,VALIDITY OF THE SAT FOR BLACKS AND WHITES IN THIRTEEN INTEGRATED INSTITUTIONS,1971,8,"['VALIDITY', 'sat', 'BLACKS', 'white', 'thirteen', 'INTEGRATED', 'institution']","['validity', 'sat', 'blacks', 'white', 'thirteen', 'integrated', 'institution']",validity sat blacks white thirteen integrated institution
POLLOCK M.B.,MOOD‐ALTERING SUBSTANCES: A BEHAVIOR INVENTORY,1970,7,"['mood‐altere', 'substance', 'behavior', 'INVENTORY']","['mood‐altere', 'substance', 'behavior', 'inventory']",mood‐altere substance behavior inventory
GARDNER P.L.,TEST LENGTH AND THE STANDARD ERROR OF MEASUREMENT,1970,7,"['test', 'LENGTH', 'STANDARD', 'error']","['test', 'length', 'standard', 'error']",test length standard error
SMITH R.B.,AN EMPIRICAL INVESTIGATION OF COMPLEXITY AND PROCESS IN MULTIPLE‐CHOICE ITEMS,1970,7,"['EMPIRICAL', 'investigation', 'complexity', 'PROCESS', 'multiple‐choice', 'ITEMS']","['empirical', 'investigation', 'complexity', 'process', 'multiple‐choice', 'items']",empirical investigation complexity process multiple‐choice items
BAIRD L.L.,"THE RELATION OF VOCATIONAL INTERESTS TO LIFE GOALS, SELF‐RATINGS OF ABILITY AND PERSONALITY TRAITS, AND POTENTIAL FOR ACHIEVEMENT",1970,7,"['RELATION', 'VOCATIONAL', 'INTERESTS', 'life', 'goals', 'self‐rating', 'ability', 'personality', 'trait', 'POTENTIAL', 'achievement']","['relation', 'vocational', 'interests', 'life', 'goals', 'self‐rating', 'ability', 'personality', 'trait', 'potential', 'achievement']",relation vocational interests life goals self‐rating ability personality trait potential achievement
LEVINE H.G.; McGUIRE C.H.,THE VALIDITY AND RELIABILITY OF ORAL EXAMINATIONS IN ASSESSING COGNITIVE SKILLS IN MEDICINE,1970,7,"['VALIDITY', 'reliability', 'oral', 'examination', 'assess', 'cognitive', 'skill', 'medicine']","['validity', 'reliability', 'oral', 'examination', 'assess', 'cognitive', 'skill', 'medicine']",validity reliability oral examination assess cognitive skill medicine
HOGAN T.P.,USING OLD SOCIOECONOMIC DATA FOR DEFINING NORM GROUPS,1970,7,"['old', 'SOCIOECONOMIC', 'datum', 'define', 'NORM', 'GROUPS']","['old', 'socioeconomic', 'datum', 'define', 'norm', 'groups']",old socioeconomic datum define norm groups
FISCHER F.E.,SOME PROPERTIES OF THE PERSONAL BISERIAL INDEX,1970,7,"['property', 'PERSONAL', 'BISERIAL', 'INDEX']","['property', 'personal', 'biserial', 'index']",property personal biserial index
SHOEMAKER D.M.,ALLOCATION OF ITEMS AND EXAMINEES IN ESTIMATING A NORM DISTRIBUTION BY ITEM‐SAMPLING,1970,7,"['allocation', 'items', 'examinees', 'estimate', 'NORM', 'distribution', 'BY', 'item‐sampling']","['allocation', 'items', 'examinees', 'estimate', 'norm', 'distribution', 'by', 'item‐sampling']",allocation items examinees estimate norm distribution by item‐sampling
REID J.C.,PRINTED COMMENTS WITH ITEM ANALYSES,1970,7,"['PRINTED', 'comment', 'ITEM', 'analysis']","['printed', 'comment', 'item', 'analysis']",printed comment item analysis
HAMBLETON R.K.; ROBERTS D.M.; TRAUB R.E.,A COMPARISON OF THE RELIABILITY AND VALIDITY OF TWO METHODS FOR ASSESSING PARTIAL KNOWLEDGE ON A MULTIPLE‐CHOICE TEST,1970,7,"['comparison', 'RELIABILITY', 'VALIDITY', 'METHODS', 'assess', 'partial', 'knowledge', 'multiple‐choice', 'test']","['comparison', 'reliability', 'validity', 'methods', 'assess', 'partial', 'knowledge', 'multiple‐choice', 'test']",comparison reliability validity methods assess partial knowledge multiple‐choice test
SPENCER R.E.; ALEAMONI L.M.,A STUDENT COURSE EVALUATION QUESTIONNAIRE,1970,7,"['student', 'course', 'evaluation', 'questionnaire']","['student', 'course', 'evaluation', 'questionnaire']",student course evaluation questionnaire
KEENEN C.B.; HOLMES J.E.,PREDICTING GRADUATION WITHDRAWAL AND FAILURE IN COLLEGE BY MULTIPLE DISCRIMINANT ANALYSIS,1970,7,"['predict', 'GRADUATION', 'withdrawal', 'FAILURE', 'COLLEGE', 'MULTIPLE', 'DISCRIMINANT', 'analysis']","['predict', 'graduation', 'withdrawal', 'failure', 'college', 'multiple', 'discriminant', 'analysis']",predict graduation withdrawal failure college multiple discriminant analysis
CARVER R.P.,REJOINDER TO KNAPP'S NOTE,1970,7,"['rejoinder', 'KNAPPS', 'note']","['rejoinder', 'knapps', 'note']",rejoinder knapps note
MARSO R.N.,"TEST ITEM ARRANGEMENT, TESTING TIME, AND PERFORMANCE",1970,7,"['test', 'ITEM', 'ARRANGEMENT', 'testing', 'TIME', 'performance']","['test', 'item', 'arrangement', 'testing', 'time', 'performance']",test item arrangement testing time performance
DIELMAN T.E.; WILSON W.R.,"CONVERGENT AND DISCRIMINANT VALIDITY OF THREE MEASURES OF ABILITY, ASPIRATION‐LEVEL, ACHIEVEMENT, ADJUSTMENT AND DOMINANCE",1970,7,"['convergent', 'discriminant', 'VALIDITY', 'MEASURES', 'ABILITY', 'ASPIRATION‐LEVEL', 'ACHIEVEMENT', 'ADJUSTMENT', 'dominance']","['convergent', 'discriminant', 'validity', 'measures', 'ability', 'aspiration‐level', 'achievement', 'adjustment', 'dominance']",convergent discriminant validity measures ability aspiration‐level achievement adjustment dominance
